,version,id,key,name,HardCCs,Top,Jungle,Mid,ADC,Support,title,blurb,Tag1,Tag2,partype,info.attack,info.defense,info.magic,info.difficulty,image.full,image.sprite,image.group,image.x,image.y,image.w,image.h,stats.hp,stats.hpperlevel,stats.mp,stats.mpperlevel,stats.movespeed,stats.armor,stats.armorperlevel,stats.spellblock,stats.spellblockperlevel,stats.attackrange,stats.hpregen,stats.hpregenperlevel,stats.mpregen,stats.mpregenperlevel,stats.crit,stats.critperlevel,stats.attackdamage,stats.attackdamageperlevel,stats.attackspeedperlevel,stats.attackspeed,Runes0,Items0,Spells0,Runes1,Items1,Spells1,Runes2,Items2,Spells2,win_rate,pick_rate,ban_rate,pick_ban_rate,average_KDA,duration0-20_total,duration0-20_wins,duration0-20_winrate,duration20-25_total,duration20-25_wins,duration20-25_winrate,duration25-30_total,duration25-30_wins,duration25-30_winrate,duration30-35_total,duration30-35_wins,duration30-35_winrate,duration35+_total,duration35+_wins,duration35+_winrate,Allies0_winrate,Allies0_samples,Allies1_winrate,Allies1_samples,Allies2_winrate,Allies2_samples,Counters0_winrate,Counters0_samples,Counters1_winrate,Counters1_samples,Counters2_winrate,Counters2_samples,Allies0,Allies1,Allies2,Counters0,Counters1,Counters2
116,9.22.1,Teemo,17,Teemo,FALSE,TRUE,,,,,the Swift Scout,"Undeterred by even the most dangerous and threatening of obstacles, Teemo scouts the world with boundless enthusiasm and a cheerful spirit. A yordle with an unwavering sense of morality, he takes pride in following the Bandle Scout's Code, sometimes...",Marksman',Assassin',Mana,5,3,7,6,Teemo.png,champion3.png,champion,288,96,48,48,528,90,334,20,330,24.3,3.75,30,0.5,500,5.5,0.65,9.6,0.45,0,0,54,3,3.38,0.69,RavenousHunter,3151,SummonerFlash,CheapShot,3020,SummonerDot,ManaflowBand,3115,SummonerTeleport,0.50674974,0.066936979,0.06397127,0.130908248,1.858508033,326,161,0.493865031,576,267,0.463541667,796,395,0.496231156,637,342,0.53689168,554,299,0.539711191,0.807692308,61,0.674418605,61,0.666666667,61,0.222222222,74,0.277777778,74,0.34,74,MonkeyKing,Sona,Camille,AurelionSol,Trundle,XinZhao
117,9.22.1,Thresh,412,Thresh,TRUE,,,,,TRUE,the Chain Warden,"Sadistic and cunning, Thresh is an ambitious and restless spirit of the Shadow Isles. Once the custodian of countless arcane secrets, he was undone by a power greater than life or death, and now sustains himself by tormenting and breaking others with...",Support',Fighter',Mana,5,6,6,7,Thresh.png,champion3.png,champion,336,96,48,48,560.52,93,273.92,44,335,28,0,30,0.5,450,7,0.55,6,0.8,0,0,56,2.2,3.5,0.625,Aftershock,3117,SummonerFlash,BonePlating,3069,SummonerDot,CosmicInsight,3109,SummonerExhaust,0.497395243,0.204587581,0.080398517,0.284986098,1.36997684,1118,563,0.503577818,2113,1048,0.495977283,2642,1301,0.492429977,1878,964,0.513312034,1079,516,0.478220575,0.76,17,0.623853211,17,0.615384615,17,0.355932203,241,0.398230088,241,0.418410042,241,Taric,Kindred,Lulu,AurelionSol,Rammus,Kassadin
118,9.22.1,Tristana,18,Tristana,TRUE,,,TRUE,TRUE,,the Yordle Gunner,"While many other yordles channel their energy into discovery, invention, or just plain mischief-making, Tristana was always inspired by the adventures of great warriors. She had heard much about Runeterra, its factions, and its wars, and believed her...",Marksman',Assassin',Mana,9,3,5,4,Tristana.png,champion3.png,champion,384,96,48,48,559,88,250,32,325,26,3,30,0.5,525,3.75,0.65,7.2,0.45,0,0,61,3.3,1.5,0.656,CoupDeGrace,3006,SummonerFlash,Triumph,3031,SummonerHeal,PressTheAttack,3094,SummonerDot,0.505650397,0.096362373,0.011932345,0.108294717,2.387855133,502,281,0.559760956,1024,527,0.514648438,1250,622,0.4976,855,413,0.483040936,528,260,0.492424242,0.625,103,0.611570248,103,0.6,103,0.388888889,106,0.391304348,106,0.4,106,Sion,Lulu,Elise,Sona,MonkeyKing,Lulu
119,9.22.1,Trundle,48,Trundle,FALSE,TRUE,TRUE,,,,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",Fighter',Tank',Mana,7,6,2,5,Trundle.png,champion3.png,champion,432,96,48,48,616.28,96,281.6,45,350,37,2.7,32.1,1.25,175,6,0.75,7.508,0.6,0,0,68,3,2.9,0.67,Triumph,3047,SummonerFlash,CoupDeGrace,3111,SummonerSmite,LegendAlacrity,3078,SummonerTeleport,0.482758621,0.012094532,0.000880445,0.012974977,1.891070767,57,30,0.526315789,117,65,0.555555556,158,72,0.455696203,110,49,0.445454545,80,36,0.45,0.722222222,14,0.7,14,0.694444444,14,0,17,0.181818182,17,0.181818182,17,Nasus,Camille,Yasuo,Kled,Olaf,Talon
120,9.22.1,Tryndamere,23,Tryndamere,FALSE,TRUE,,,,,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",Fighter',Assassin',Fury,10,5,2,5,Tryndamere.png,champion4.png,champion,0,0,48,48,625.64,98,100,0,345,33,3.1,32.1,1.25,125,8.5,0.9,0,0,0,0,69,3.7,2.9,0.67,Triumph,3006,SummonerFlash,LastStand,3508,SummonerDot,LethalTempo,3031,SummonerHaste,0.500366838,0.063160334,0.073447637,0.13660797,1.995410057,339,192,0.566371681,641,317,0.494539782,813,389,0.478474785,578,288,0.498269896,355,178,0.501408451,0.75,73,0.649350649,73,0.639175258,73,0.083333333,75,0.25,75,0.346938776,75,Rumble,Brand,Janna,TahmKench,Trundle,Nunu
121,9.22.1,TwistedFate,4,Twisted Fate,TRUE,,,TRUE,,,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",Mage',,Mana,6,2,6,9,TwistedFate.png,champion4.png,champion,48,0,48,48,534,94,333,19,335,20.542,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,49.954,3.3,3.22,0.651,MinionDematerializer,3027,SummonerFlash,ManaflowBand,3100,SummonerTeleport,TimeWarpTonic,3157,SummonerDot,0.493884437,0.054935125,0.004101019,0.059036145,1.91977492,308,142,0.461038961,569,273,0.479789104,692,341,0.492774566,511,259,0.506849315,291,156,0.536082474,0.72972973,74,0.7,74,0.696969697,74,0.307692308,69,0.333333333,69,0.338461538,69,Xerath,Zed,Singed,Ziggs,Braum,Kled
122,9.22.1,Twitch,29,Twitch,FALSE,,,,TRUE,,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",Marksman',Assassin',Mana,9,2,3,6,Twitch.png,champion4.png,champion,96,0,48,48,582,84,287.2,40,330,27,3,30,0.5,550,3.75,0.6,7.256,0.45,0,0,59,3.11,3.38,0.679,CoupDeGrace,3006,SummonerFlash,Triumph,3085,SummonerHeal,LegendAlacrity,3031,SummonerSmite,0.537069726,0.052502317,0.007738647,0.060240964,2.424127466,278,154,0.553956835,531,280,0.527306968,637,315,0.494505495,519,292,0.562620424,301,176,0.584717608,0.785714286,67,0.71559633,67,0.704545455,67,0.375,66,0.381818182,66,0.387096774,66,Kindred,Rakan,Lissandra,Zoe,Shen,Yorick
123,9.22.1,Udyr,77,Udyr,TRUE,,TRUE,,,,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",Fighter',Tank',Mana,8,7,4,7,Udyr.png,champion4.png,champion,144,0,48,48,593.32,99,270.4,30,345,34,4,32.1,1.25,125,6,0.75,7.506,0.45,0,0,66,5,2.67,0.658,Triumph,3078,SummonerFlash,CoupDeGrace,3111,SummonerSmite,Celerity,1400,SummonerHaste,0.518313753,0.033526413,0.017910102,0.051436515,2.000130327,151,73,0.483443709,364,212,0.582417582,469,236,0.503198294,302,155,0.513245033,161,74,0.459627329,0.7,55,0.6875,55,0.666666667,55,0.235294118,39,0.303030303,39,0.321428571,39,Gragas,Pantheon,Quinn,Maokai,Kled,Rammus
124,9.22.1,Urgot,6,Urgot,TRUE,TRUE,,,,,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",Fighter',Tank',Mana,8,5,3,8,Urgot.png,champion4.png,champion,192,0,48,48,585,88,340,45,330,36,4.25,32.1,1.25,350,7.5,0.7,7.25,0.8,0,0,63,4,3.75,0.625,Triumph,3071,SummonerFlash,Conqueror,3047,SummonerTeleport,CoupDeGrace,3812,SummonerDot,0.496075353,0.029518072,0.008966636,0.038484708,2.084564147,138,71,0.514492754,295,143,0.484745763,424,205,0.483490566,246,122,0.495934959,171,91,0.532163743,0.75,41,0.666666667,41,0.653846154,41,0.264705882,34,0.296296296,34,0.314285714,34,Sona,Ziggs,Jax,Twitch,Galio,Tryndamere
125,9.22.1,Varus,110,Varus,TRUE,,,,TRUE,,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",Marksman',Mage',Mana,7,3,4,2,Varus.png,champion4.png,champion,240,0,48,48,500,89,360,33,330,27,3.4,30,0.5,575,3.5,0.55,8,0.8,0,0,61,3.11,3,0.658,CoupDeGrace,3006,SummonerFlash,LethalTempo,3124,SummonerHeal,Triumph,3153,SummonerTeleport,0.488020177,0.036746988,0.001367006,0.038113994,2.147542806,178,91,0.511235955,361,184,0.509695291,489,228,0.466257669,349,165,0.47277937,209,106,0.507177033,0.727272727,46,0.7,46,0.7,46,0.294117647,62,0.303030303,62,0.324324324,62,Taliyah,Corki,MonkeyKing,Orianna,Sivir,Kassadin
126,9.22.1,Vayne,67,Vayne,TRUE,TRUE,,,TRUE,,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",Marksman',Assassin',Mana,10,1,1,8,Vayne.png,champion4.png,champion,288,0,48,48,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.972,0.4,0,0,60,2.36,3.3,0.658,Triumph,3006,SummonerFlash,CoupDeGrace,3153,SummonerHeal,PressTheAttack,3124,SummonerTeleport,0.501928268,0.120157553,0.048192771,0.168350324,2.165404678,601,272,0.452579035,1229,591,0.480878763,1615,801,0.495975232,1093,584,0.534309241,648,355,0.547839506,0.682242991,140,0.653846154,140,0.639344262,140,0.3125,123,0.314285714,123,0.362068966,123,Zilean,Braum,Poppy,Ivern,AurelionSol,Taric
127,9.22.1,Veigar,45,Veigar,TRUE,,,TRUE,,TRUE,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",Mage',,Mana,2,2,10,7,Veigar.png,champion4.png,champion,336,0,48,48,505,94,490,26,340,22.55,3.75,30,0.5,550,6.5,0.6,8,0.8,0,0,50.71,2.625,2.24,0.625,CosmicInsight,3020,SummonerFlash,ManaflowBand,3285,SummonerTeleport,Transcendence,1056,SummonerDot,0.498046288,0.077085264,0.034221501,0.111306766,2.076579966,382,174,0.455497382,709,350,0.493653032,934,465,0.497858672,776,398,0.512886598,526,270,0.513307985,0.714285714,73,0.708333333,73,0.684210526,73,0.285714286,83,0.337662338,83,0.348837209,83,Fizz,Galio,Trundle,Trundle,Bard,Evelynn
128,9.22.1,Velkoz,161,Vel'Koz,TRUE,,,TRUE,,TRUE,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",Mage',,Mana,2,2,10,8,Velkoz.png,champion4.png,champion,384,0,48,48,520,88,469,21,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.9379,3.1416,1.36,0.625,ManaflowBand,3020,SummonerFlash,ArcaneComet,3285,SummonerBarrier,Transcendence,3098,SummonerDot,0.495901639,0.056533828,0.009545876,0.066079703,1.926749703,249,119,0.477911647,523,276,0.527724665,740,388,0.524324324,512,252,0.4921875,416,175,0.420673077,0.8,28,0.75,28,0.739130435,28,0.1875,58,0.291666667,58,0.333333333,58,AurelionSol,Taliyah,Annie,Taric,Taliyah,Skarner
129,9.22.1,Vi,254,Vi,TRUE,,TRUE,,,,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",Fighter',Assassin',Mana,8,5,3,4,Vi.png,champion4.png,champion,432,0,48,48,585,85,295,45,340,30,4,32.1,1.25,125,10,1,8,0.65,0,0,63,3.5,2,0.644,Triumph,1400,SummonerFlash,LegendAlacrity,3078,SummonerSmite,Aftershock,3047,SummonerTeleport,0.515535098,0.060403151,0.01160797,0.072011121,2.028332304,303,164,0.541254125,599,301,0.502504174,824,430,0.52184466,569,300,0.527240773,312,149,0.477564103,0.695652174,84,0.692307692,84,0.692307692,84,0.236363636,73,0.321428571,73,0.355263158,73,Volibear,Gragas,Karthus,Shen,Gnar,Heimerdinger
130,9.22.1,Viktor,112,Viktor,TRUE,TRUE,,TRUE,,,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",Mage',,Mana,2,4,10,9,Viktor.png,champion4.png,champion,0,48,48,48,530,90,405,25,335,23,4,30,0.5,525,8,0.65,8,0.8,0,0,53,3,2.11,0.658,ManaflowBand,3198,SummonerFlash,Transcendence,3020,SummonerTeleport,SummonAery,1056,SummonerDot,0.482912333,0.031186284,0.003313253,0.034499537,2.074221632,177,78,0.440677966,304,159,0.523026316,386,185,0.479274611,274,128,0.467153285,205,100,0.487804878,0.724137931,29,0.7,29,0.684210526,29,0.214285714,42,0.233333333,42,0.238095238,42,Zyra,Rammus,Amumu,KogMaw,Talon,Fiddlesticks
131,9.22.1,Vladimir,8,Vladimir,FALSE,TRUE,,TRUE,,,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",Mage',,Crimson Rush,2,6,8,7,Vladimir.png,champion4.png,champion,48,48,48,48,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,0,0,55,3,2,0.658,Transcendence,3152,SummonerFlash,PhaseRush,3020,SummonerTeleport,NimbusCloak,3157,SummonerDot,0.492916667,0.111214087,0.304402224,0.415616311,2.00700611,579,266,0.459412781,1135,517,0.455506608,1476,730,0.494579946,995,523,0.525628141,615,330,0.536585366,0.666666667,120,0.647058824,120,0.645454545,120,0.366197183,126,0.366197183,126,0.371428571,126,Illaoi,Skarner,Talon,Viktor,Zilean,Kalista
132,9.22.1,Volibear,106,Volibear,TRUE,TRUE,TRUE,,,TRUE,the Thunder's Roar,"The thunderous demigod known as the Thousand-Pierced Bear is the battle-spirit of the Freljord. Thousands of years of constant and bitter wars, fought in the coldest winters, have hardened Volibear into a truly indomitable force, hurling bolts of...",Fighter',Tank',Mana,7,7,4,3,Volibear.png,champion4.png,champion,96,48,48,48,584.48,86,270.4,30,345,35,3.5,32.1,1.25,125,8,0.65,8.092,0.65,0,0,68,3.3,2.67,0.658,Aftershock,1401,SummonerFlash,Triumph,3111,SummonerSmite,Conditioning,3742,SummonerTeleport,0.503809524,0.048656163,0.007970343,0.056626506,2.09180518,256,137,0.53515625,480,243,0.50625,628,314,0.5,439,214,0.487471526,297,150,0.505050505,0.695652174,65,0.666666667,65,0.65,65,0.269230769,62,0.289473684,62,0.3,62,Vi,Shyvana,Olaf,Lissandra,Kled,AurelionSol
133,9.22.1,Warwick,19,Warwick,TRUE,TRUE,TRUE,,,,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",Fighter',Tank',Mana,9,5,3,3,Warwick.png,champion4.png,champion,144,48,48,48,550,85,280,35,335,33,3.2,32.1,1.25,125,4,0.75,7.466,0.575,0,0,65,3,2.3,0.638,Triumph,3748,SummonerFlash,PressTheAttack,1401,SummonerSmite,LegendAlacrity,3047,SummonerTeleport,0.527109662,0.056835032,0.013253012,0.070088044,2.139443074,335,185,0.552238806,608,336,0.552631579,702,367,0.522792023,497,247,0.496981891,311,158,0.508038585,0.714285714,70,0.714285714,70,0.6875,70,0.2,67,0.305555556,67,0.307692308,67,Quinn,Taliyah,Graves,AurelionSol,Viktor,KogMaw
134,9.22.1,Xayah,498,Xayah,TRUE,,,,TRUE,,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",Marksman',,Mana,10,6,1,5,Xayah.png,champion4.png,champion,192,48,48,48,561,86,340,40,325,25,3,30,0.5,525,3.25,0.75,8.25,0.75,0,0,60,2.9,3.3,0.625,CoupDeGrace,3006,SummonerFlash,Triumph,3508,SummonerHeal,LethalTempo,3031,SummonerTeleport,0.477092663,0.134522706,0.068489342,0.203012048,2.16912255,726,366,0.504132231,1414,630,0.445544554,1722,829,0.481416957,1146,552,0.481675393,798,393,0.492481203,0.622641509,138,0.601265823,138,0.576923077,138,0.2,153,0.275,153,0.319444444,153,Taric,Soraka,Ivern,Corki,AurelionSol,Shyvana
135,9.22.1,Xerath,101,Xerath,TRUE,,,TRUE,,TRUE,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",Mage',,Mana,1,3,10,8,Xerath.png,champion4.png,champion,240,48,48,48,526,92,459,22,340,21.88,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,54.7,3,1.36,0.625,ManaflowBand,3020,SummonerFlash,ArcaneComet,3285,SummonerBarrier,Scorch,1056,SummonerDot,0.506885829,0.052154773,0.013438369,0.065593142,2.027725437,278,168,0.604316547,489,255,0.521472393,602,301,0.5,517,244,0.471953578,365,173,0.473972603,0.72972973,39,0.71875,39,0.684210526,39,0.227272727,69,0.307692308,69,0.333333333,69,TwistedFate,Kassadin,Amumu,Yorick,Quinn,Sion
136,9.22.1,XinZhao,5,Xin Zhao,TRUE,,TRUE,,,,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",Fighter',Assassin',Mana,8,6,3,2,XinZhao.png,champion4.png,champion,288,48,48,48,570,92,273.8,35,345,35,3.5,32.1,1.25,175,8,0.7,7.256,0.45,0,0,66,3,3.5,0.645,Triumph,1412,SummonerFlash,SuddenImpact,3078,SummonerSmite,LegendAlacrity,3111,SummonerDot,0.495055265,0.039828545,0.007715477,0.047544022,2.011660674,232,121,0.521551724,392,197,0.50255102,515,258,0.500970874,358,170,0.474860335,222,105,0.472972973,0.6875,49,0.666666667,49,0.666666667,49,0.266666667,56,0.285714286,56,0.3,56,Sion,MonkeyKing,Shaco,Cassiopeia,KogMaw,Sion
137,9.22.1,Yasuo,157,Yasuo,TRUE,TRUE,,TRUE,TRUE,,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",Fighter',Assassin',Flow,8,4,4,10,Yasuo.png,champion4.png,champion,336,48,48,48,523,87,100,0,345,30,3.4,30,1.25,175,6.5,0.9,0,0,0,0,60,3.2,2.5,0.697,Triumph,3006,SummonerFlash,CoupDeGrace,3031,SummonerDot,RavenousHunter,3087,SummonerTeleport,0.497774654,0.197822057,0.500996293,0.69881835,1.959971487,1043,544,0.521572387,2101,1040,0.49500238,2529,1243,0.491498616,1801,877,0.486951694,1064,546,0.513157895,0.694444444,265,0.613793103,265,0.612244898,265,0.412621359,226,0.417218543,226,0.419354839,226,Trundle,Graves,Cassiopeia,Zac,Rammus,Shaco
138,9.22.1,Yorick,83,Yorick,FALSE,TRUE,,,,,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...",Fighter',Tank',Mana,6,6,4,6,Yorick.png,champion4.png,champion,384,48,48,48,580,100,300,40,340,39,4,32,1.25,175,8,0.8,7.5,0.75,0,0,62,5,2,0.625,Triumph,3078,SummonerFlash,Conqueror,2033,SummonerTeleport,Overgrowth,3047,SummonerDot,0.493493493,0.023146432,0.010125116,0.033271548,1.793081761,125,58,0.464,264,129,0.488636364,313,158,0.504792332,181,87,0.480662983,116,61,0.525862069,0.846153846,32,0.75,32,0.736842105,32,0.130434783,30,0.142857143,30,0.222222222,30,Anivia,Neeko,Jax,Kassadin,Camille,Rumble
139,9.22.1,Yuumi,350,Yuumi,TRUE,,,,,TRUE,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",Support',Mage',Mana,5,1,8,2,Yuumi.png,champion4.png,champion,432,48,48,48,480,70,400,45,330,25,3,25,0.3,500,7,0.55,10,0.4,0,0,55,3.1,1,0.625,ManaflowBand,3098,SummonerDot,Scorch,3174,SummonerExhaust,PresenceOfMind,3504,SummonerHeal,0.414560162,0.045829472,0.114202966,0.160032437,1.534484998,288,103,0.357638889,485,170,0.350515464,592,246,0.415540541,391,194,0.496163683,222,107,0.481981982,0.692307692,3,0.615384615,3,0.591836735,3,0.125,44,0.1875,44,0.188679245,44,Brand,Gnar,Graves,Sejuani,Taliyah,Talon
140,9.22.1,Zac,154,Zac,TRUE,,TRUE,,,,the Secret Weapon,"Zac is the product of a toxic spill that ran through a chemtech seam and pooled in an isolated cavern deep in Zaun's Sump. Despite such humble origins, Zac has grown from primordial ooze into a thinking being who dwells in the city's pipes, occasionally...",Tank',Fighter',None,3,7,7,8,Zac.png,champion4.png,champion,0,96,48,48,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,Aftershock,1401,SummonerFlash,Revitalize,3065,SummonerSmite,Conditioning,3083,SummonerDot,0.523685354,0.053313253,0.024907322,0.078220575,2.035962276,276,151,0.547101449,548,297,0.541970803,708,377,0.532485876,475,233,0.490526316,294,147,0.5,0.75,69,0.692307692,69,0.685714286,69,0.341463415,56,0.344827586,56,0.35,56,Elise,Ziggs,Ornn,Lissandra,Udyr,Cassiopeia
141,9.22.1,Zed,238,Zed,FALSE,,,TRUE,,,the Master of Shadows,"Utterly ruthless and without mercy, Zed is the leader of the Order of Shadow, an organization he created with the intent of militarizing Ionia's magical and martial traditions to drive out Noxian invaders. During the war, desperation led him to unlock...",Assassin',,Energy,9,2,1,7,Zed.png,champion4.png,champion,48,96,48,48,584,85,200,0,345,32,3.5,32.1,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,Electrocute,3147,SummonerFlash,EyeballCollection,3142,SummonerDot,UltimateHunter,3111,SummonerTeleport,0.520088736,0.093999073,0.296362373,0.390361446,2.380915737,455,239,0.525274725,868,440,0.506912442,1190,612,0.514285714,907,456,0.50275634,637,363,0.569858713,0.769230769,108,0.705882353,108,0.7,108,0.35,115,0.377777778,115,0.4,115,Kassadin,Fiddlesticks,TwistedFate,Ivern,Quinn,AurelionSol
142,9.22.1,Ziggs,115,Ziggs,TRUE,,,TRUE,,,the Hexplosives Expert,"With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town...",Mage',,Mana,2,4,9,4,Ziggs.png,champion4.png,champion,96,96,48,48,536,92,480,23.5,325,21.544,3.3,30,0.5,550,6.5,0.6,8,0.8,0,0,54.208,3.1,2,0.656,ManaflowBand,3020,SummonerFlash,ArcaneComet,3285,SummonerTeleport,Transcendence,1056,SummonerBarrier,0.526850508,0.015963855,0.000880445,0.0168443,2.027405422,86,51,0.593023256,142,74,0.521126761,202,105,0.51980198,142,71,0.5,117,62,0.52991453,0.833333333,23,0.823529412,23,0.727272727,23,0.277777778,13,0.333333333,13,0.357142857,13,Heimerdinger,Amumu,Sivir,Gragas,Graves,Karma
143,9.22.1,Zilean,26,Zilean,TRUE,,,TRUE,,TRUE,the Chronokeeper,"Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all...",Support',Mage',Mana,2,5,8,6,Zilean.png,champion4.png,champion,144,96,48,48,504,82,452,30,335,24,3.8,30,0.5,550,5.5,0.5,11.335,0.8,0,0,51.64,3,2.13,0.625,ManaflowBand,3020,SummonerFlash,Transcendence,3098,SummonerDot,CosmicInsight,3117,SummonerExhaust,0.507153076,0.032391103,0.007367933,0.039759036,1.557033936,173,81,0.468208092,324,154,0.475308642,371,194,0.522911051,303,157,0.518151815,227,123,0.54185022,0.785714286,7,0.714285714,7,0.7,7,0.2,34,0.315789474,34,0.333333333,34,AurelionSol,Yorick,Cassiopeia,Illaoi,MonkeyKing,Maokai
144,9.22.1,Zoe,142,Zoe,TRUE,,,TRUE,,,the Aspect of Twilight,"As the embodiment of mischief, imagination, and change, Zoe acts as the cosmic messenger of Targon, heralding major events that reshape worlds. Her mere presence warps the arcane mathematics governing realities, sometimes causing cataclysms without...",Mage',Support',Mana,1,7,8,5,Zoe.png,champion4.png,champion,192,96,48,48,560,92,425,25,340,20.8,3.5,30,0.5,550,6.5,0.6,8,0.65,0,0,58,3.3,2.5,0.625,EyeballCollection,3020,SummonerFlash,RavenousHunter,3285,SummonerDot,Electrocute,1056,SummonerBarrier,0.491764706,0.029541242,0.033248378,0.06278962,2.22804266,166,85,0.512048193,298,167,0.560402685,405,196,0.483950617,239,112,0.468619247,167,67,0.401197605,0.923076923,27,0.666666667,27,0.655172414,27,0.275862069,40,0.285714286,40,0.294117647,40,Sona,Rengar,Pantheon,Sona,Kindred,Ornn
